freq correl
1.158317e+04 1.821950e-04
1.162325e+04 1.815667e-04
1.166333e+04 1.809428e-04
1.170341e+04 1.803231e-04
1.174349e+04 1.797077e-04
1.178357e+04 1.790964e-04
1.182365e+04 1.784893e-04
1.186373e+04 1.778863e-04
1.190381e+04 1.772874e-04
1.194389e+04 1.766924e-04
1.198397e+04 1.761015e-04
1.202405e+04 1.755145e-04
1.206413e+04 1.749314e-04
1.210421e+04 1.743521e-04
1.214429e+04 1.737767e-04
1.218437e+04 1.732051e-04
1.222445e+04 1.726372e-04
1.226453e+04 1.720730e-04
1.230461e+04 1.715125e-04
1.234469e+04 1.709557e-04
1.238477e+04 1.704024e-04
1.242485e+04 1.698527e-04
1.246493e+04 1.693066e-04
1.250501e+04 1.687639e-04
1.254509e+04 1.682247e-04
1.258517e+04 1.676890e-04
1.262525e+04 1.671566e-04
1.266533e+04 1.666277e-04
1.270541e+04 1.661020e-04
1.274549e+04 1.655797e-04
1.278557e+04 1.650606e-04
1.282565e+04 1.645448e-04
1.286573e+04 1.640322e-04
1.290581e+04 1.635228e-04
1.294589e+04 1.630165e-04
1.298597e+04 1.625134e-04
1.302605e+04 1.620134e-04
1.306613e+04 1.615164e-04
1.310621e+04 1.610225e-04
1.314629e+04 1.605315e-04
1.318637e+04 1.600436e-04
1.322645e+04 1.595586e-04
1.326653e+04 1.590766e-04
1.330661e+04 1.585974e-04
1.334669e+04 1.581212e-04
1.338677e+04 1.576477e-04
1.342685e+04 1.571771e-04
1.346693e+04 1.567094e-04
1.350701e+04 1.562443e-04
1.354709e+04 1.557821e-04
1.358717e+04 1.553225e-04
1.362725e+04 1.548657e-04
1.366733e+04 1.544116e-04
1.370741e+04 1.539601e-04
1.374749e+04 1.535112e-04
1.378758e+04 1.530650e-04
1.382766e+04 1.526213e-04
1.386774e+04 1.521802e-04
1.390782e+04 1.517416e-04
1.394790e+04 1.513056e-04
1.398798e+04 1.508720e-04
1.402806e+04 1.504410e-04
1.406814e+04 1.500124e-04
1.410822e+04 1.495862e-04
1.414830e+04 1.491624e-04
1.418838e+04 1.487411e-04
1.422846e+04 1.483221e-04
1.426854e+04 1.479055e-04
1.430862e+04 1.474912e-04
1.434870e+04 1.470792e-04
1.438878e+04 1.466695e-04
1.442886e+04 1.462621e-04
1.446894e+04 1.458569e-04
1.450902e+04 1.454540e-04
1.454910e+04 1.450533e-04
1.458918e+04 1.446548e-04
1.462926e+04 1.442585e-04
1.466934e+04 1.438643e-04
1.470942e+04 1.434723e-04
1.474950e+04 1.430825e-04
1.478958e+04 1.426947e-04
1.482966e+04 1.423090e-04
1.486974e+04 1.419255e-04
1.490982e+04 1.415439e-04
1.494990e+04 1.411645e-04
1.498998e+04 1.407870e-04
1.503006e+04 1.404116e-04
1.507014e+04 1.400381e-04
1.511022e+04 1.396667e-04
1.515030e+04 1.392972e-04
1.519038e+04 1.389297e-04
1.523046e+04 1.385641e-04
1.527054e+04 1.382004e-04
1.531062e+04 1.378386e-04
1.535070e+04 1.374787e-04
1.539078e+04 1.371207e-04
1.543086e+04 1.367645e-04
1.547094e+04 1.364102e-04
1.551102e+04 1.360577e-04
1.555110e+04 1.357071e-04
1.559118e+04 1.353582e-04
1.563126e+04 1.350111e-04
1.567134e+04 1.346658e-04
1.571142e+04 1.343223e-04
1.575150e+04 1.339805e-04
1.579158e+04 1.336405e-04
1.583166e+04 1.333021e-04
1.587174e+04 1.329655e-04
1.591182e+04 1.326306e-04
1.595190e+04 1.322973e-04
1.599198e+04 1.319658e-04
1.603206e+04 1.316359e-04
1.607214e+04 1.313076e-04
1.611222e+04 1.309810e-04
1.615230e+04 1.306559e-04
1.619238e+04 1.303325e-04
1.623246e+04 1.300107e-04
1.627255e+04 1.296905e-04
1.631263e+04 1.293719e-04
1.635271e+04 1.290548e-04
1.639279e+04 1.287392e-04
1.643287e+04 1.284252e-04
1.647295e+04 1.281128e-04
1.651303e+04 1.278018e-04
1.655311e+04 1.274924e-04
1.659319e+04 1.271844e-04
1.663327e+04 1.268779e-04
1.667335e+04 1.265729e-04
1.671343e+04 1.262694e-04
1.675351e+04 1.259673e-04
1.679359e+04 1.256667e-04
1.683367e+04 1.253675e-04
1.687375e+04 1.250697e-04
1.691383e+04 1.247733e-04
1.695391e+04 1.244784e-04
1.699399e+04 1.241848e-04
1.703407e+04 1.238926e-04
1.707415e+04 1.236017e-04
1.711423e+04 1.233123e-04
1.715431e+04 1.230242e-04
1.719439e+04 1.227374e-04
1.723447e+04 1.224520e-04
1.727455e+04 1.221679e-04
1.731463e+04 1.218851e-04
1.735471e+04 1.216036e-04
1.739479e+04 1.213234e-04
1.743487e+04 1.210445e-04
1.747495e+04 1.207668e-04
1.751503e+04 1.204905e-04
1.755511e+04 1.202154e-04
1.759519e+04 1.199416e-04
1.763527e+04 1.196690e-04
1.767535e+04 1.193976e-04
1.771543e+04 1.191275e-04
1.775551e+04 1.188586e-04
1.779559e+04 1.185909e-04
1.783567e+04 1.183244e-04
1.787575e+04 1.180591e-04
1.791583e+04 1.177950e-04
1.795591e+04 1.175320e-04
1.799599e+04 1.172703e-04
1.803607e+04 1.170097e-04
1.807615e+04 1.167502e-04
1.811623e+04 1.164919e-04
1.815631e+04 1.162348e-04
1.819639e+04 1.159787e-04
1.823647e+04 1.157238e-04
1.827655e+04 1.154701e-04
1.831663e+04 1.152174e-04
1.835671e+04 1.149658e-04
1.839679e+04 1.147153e-04
1.843687e+04 1.144660e-04
1.847695e+04 1.142177e-04
1.851703e+04 1.139704e-04
1.855711e+04 1.137243e-04
1.859719e+04 1.134792e-04
1.863727e+04 1.132351e-04
1.867735e+04 1.129922e-04
1.871743e+04 1.127502e-04
1.875752e+04 1.125093e-04
1.879760e+04 1.122694e-04
1.883768e+04 1.120305e-04
1.887776e+04 1.117927e-04
1.891784e+04 1.115558e-04
1.895792e+04 1.113200e-04
1.899800e+04 1.110851e-04
1.903808e+04 1.108513e-04
1.907816e+04 1.106184e-04
1.911824e+04 1.103865e-04
1.915832e+04 1.101555e-04
1.919840e+04 1.099256e-04
1.923848e+04 1.096965e-04
1.927856e+04 1.094685e-04
1.931864e+04 1.092414e-04
1.935872e+04 1.090152e-04
1.939880e+04 1.087900e-04
1.943888e+04 1.085657e-04
1.947896e+04 1.083423e-04
1.951904e+04 1.081198e-04
1.955912e+04 1.078982e-04
1.959920e+04 1.076776e-04
1.963928e+04 1.074578e-04
1.967936e+04 1.072390e-04
1.971944e+04 1.070210e-04
1.975952e+04 1.068039e-04
1.979960e+04 1.065877e-04
1.983968e+04 1.063724e-04
1.987976e+04 1.061580e-04
1.991984e+04 1.059444e-04
1.995992e+04 1.057316e-04
2.000000e+04 1.055197e-04
